"","fieldID","projectID","eventID","type","verbatimLocality","localityID","shorePosition","fullID","year","month","day","eventTime","dna_concentration_CO1","dna_concentration_18S","negCheckLogical","pairedRepLogical","country","controlCheck","sampleType","primer","date_amplified_CO1","date_amplified_18S","batch_extraction","batch_PCR_CO1","plate_col_CO1","plate_row_CO1","batch_PCR_18S","plate_col_18S","plate_row_18S","date_extraction","exposure","weather","tide","lowWater","decimalLongitude","decimalLatitude","eventTime.1","rockpoolarea.cm.2.","averageDepth..cm.","rockpoolVol.m.3.","averagePH","averageTemp"
"PHD1-SW01-02_18S","PHD1-SW01-02","PHD1","PHD1-2022.08.26-SW01-02","Rockpool","Aberystwyth","SW01","High","PHD1-SW01-02_18S",2022,8,26,"13:52",90.288,43.931,FALSE,FALSE,"South Wales","sample","sample","18S","22.03.2023","28.03.2023",4,1,1,"B",3,1,"B","09.02.2023","Sheltered","Sunnny, hot, calm","incoming","15:00",-4.086,52.4234,"13:52",30283.06,16.1,4.8756,9.13,25.55
"PHD1-SW01-03_18S","PHD1-SW01-03","PHD1","PHD1-2022.08.26-SW01-03","Rockpool","Aberystwyth","SW01","High","PHD1-SW01-03_18S",2022,8,26,"13:57",83.827,48.641,FALSE,FALSE,"South Wales","sample","sample","18S","22.03.2023","28.03.2023",4,1,1,"C",3,1,"C","09.02.2023","Sheltered","Sunnny, hot, calm","incoming","15:00",-4.086,52.4234,"13:57",25813.09,19.7,5.0852,9.05,24.5
"PHD1-SW01-04_18S","PHD1-SW01-04","PHD1","PHD1-2022.08.26-SW01-04","Open","Aberystwyth","SW01","Open Water","PHD1-SW01-04_18S",2022,8,26,"14:02",77.449,41.376,FALSE,FALSE,"South Wales","sample","sample","18S","22.03.2023","28.03.2023",4,1,1,"D",3,1,"D","09.02.2023","Sheltered","Sunnny, hot, calm","incoming","15:00",-4.086,52.4234,"14:02",NA,NA,NA,8.53,22.1
"PHD1-SW01-05_18S","PHD1-SW01-05","PHD1","PHD1-2022.08.26-SW01-05","Open","Aberystwyth","SW01","Open Water","PHD1-SW01-05_18S",2022,8,26,"14:03",80.197,28.661,FALSE,FALSE,"South Wales","sample","sample","18S","22.03.2023","28.03.2023",4,1,1,"E",3,1,"E","09.02.2023","Sheltered","Sunnny, hot, calm","incoming","15:00",-4.086,52.4234,"14:03",NA,NA,NA,8.47,21.3
"PHD1-SW01-06_18S","PHD1-SW01-06","PHD1","PHD1-2022.08.26-SW01-06","Open","Aberystwyth","SW01","Open Water","PHD1-SW01-06_18S",2022,8,26,"14:04",74.782,42.212,FALSE,TRUE,"South Wales","sample","sample","18S","22.03.2023","28.03.2023",4,1,1,"F",3,1,"F","09.02.2023","Sheltered","Sunnny, hot, calm","incoming","15:00",-4.086,52.4234,"14:04",NA,NA,NA,8.45,20.6
"PHD1-SW01-06rep_18S","PHD1-SW01-06rep","PHD1","PHD1-2022.08.26-SW01-06rep","Open","Aberystwyth","SW01","Open Water","PHD1-SW01-06rep_18S",2022,8,26,"14:04",42.343,29.33,FALSE,TRUE,"South Wales","sample","plate-replicate","18S","29.03.2023","29.03.2023",4,1,8,"C",3,7,"H","09.02.2023","Sheltered","Sunnny, hot, calm","incoming","15:00",-4.086,52.4234,"14:04",NA,NA,NA,8.45,20.6
"PHD1-SW01-07_18S","PHD1-SW01-07","PHD1","PHD1-2022.08.26-SW01-07","Rockpool","Aberystwyth","SW01","Low","PHD1-SW01-07_18S",2022,8,26,"15:07",68.914,46.855,FALSE,FALSE,"South Wales","sample","sample","18S","22.03.2023","28.03.2023",4,1,1,"G",3,1,"G","09.02.2023","Sheltered","Sunnny, hot, calm","outgoing","15:00",-4.086,52.4234,"15:07",4359.93,18.7,0.8153,8.93,24.75
"PHD1-SW01-08_18S","PHD1-SW01-08","PHD1","PHD1-2022.08.26-SW01-08","Rockpool","Aberystwyth","SW01","Low","PHD1-SW01-08_18S",2022,8,26,"15:14",40.129,60.66,FALSE,FALSE,"South Wales","sample","sample","18S","22.03.2023","28.03.2023",4,1,1,"H",3,1,"H","09.02.2023","Sheltered","Sunnny, hot, calm","outgoing","15:00",-4.086,52.4234,"15:14",12034.61,27.6,3.3216,8.97,24.5
"PHD1-SW01-09_18S","PHD1-SW01-09","PHD1","PHD1-2022.08.26-SW01-09","Rockpool","Aberystwyth","SW01","Low","PHD1-SW01-09_18S",2022,8,26,"15:17",39.964,50.682,FALSE,FALSE,"South Wales","sample","sample","18S","22.03.2023","28.03.2023",4,1,2,"A",3,2,"A","09.02.2023","Sheltered","Sunnny, hot, calm","outgoing","15:00",-4.086,52.4234,"15:17",5717.1,20.2,1.1549,9.31,24.7
"PHD1-SW02-01_18S","PHD1-SW02-01","PHD1","PHD1-2022.08.27-SW02-01","Open","Neyland","SW02","Open Water","PHD1-SW02-01_18S",2022,8,27,"12:19",40.227,37.1,FALSE,FALSE,"South Wales","sample","sample","18S","22.03.2023","28.03.2023",4,1,2,"C",3,2,"C","09.02.2023","Sheltered","Sunny, hot, few clouds","incoming","13:30",-4.9433,51.7045,"12:19",NA,NA,NA,8.4,21.2
"PHD1-SW02-02_18S","PHD1-SW02-02","PHD1","PHD1-2022.08.27-SW02-02","Open","Neyland","SW02","Open Water","PHD1-SW02-02_18S",2022,8,27,"12:24",23.516,38.18,FALSE,FALSE,"South Wales","sample","sample","18S","22.03.2023","28.03.2023",4,1,2,"D",3,2,"D","09.02.2023","Sheltered","Sunny, hot, few clouds","incoming","13:30",-4.9433,51.7045,"12:24",NA,NA,NA,8.48,21.7
"PHD1-SW02-03_18S","PHD1-SW02-03","PHD1","PHD1-2022.08.27-SW02-03","Open","Neyland","SW02","Open Water","PHD1-SW02-03_18S",2022,8,27,"12:28",27.682,27.493,FALSE,FALSE,"South Wales","sample","sample","18S","22.03.2023","28.03.2023",4,1,2,"E",3,2,"E","09.02.2023","Sheltered","Sunny, hot, few clouds","incoming","13:30",-4.9433,51.7045,"12:28",NA,NA,NA,8.49,21.2
"PHD1-SW03-01_18S","PHD1-SW03-01","PHD1","PHD1-2022.08.28-SW03-01","Rockpool","Broad Haven","SW03","High","PHD1-SW03-01_18S",2022,8,28,"13:15",31.853,38.739,FALSE,FALSE,"South Wales","sample","sample","18S","22.03.2023","28.03.2023",4,1,2,"G",3,2,"G","09.02.2023","Moderately exposed","Sunny, hot, calm, no clouds","incoming","14:00",-5.1057,51.7871,"13:15",30581.56,22.3,6.8197,9.28,20
"PHD1-SW03-02_18S","PHD1-SW03-02","PHD1","PHD1-2022.08.28-SW03-02","Rockpool","Broad Haven","SW03","High","PHD1-SW03-02_18S",2022,8,28,"13:21",36.671,43.008,FALSE,FALSE,"South Wales","sample","sample","18S","22.03.2023","28.03.2023",5,1,2,"H",3,2,"H","15.02.2023","Moderately exposed","Sunny, hot, calm, no clouds","incoming","14:00",-5.1057,51.7871,"13:21",6725.61,21.2,1.4258,9.18,20.85
"PHD1-SW03-03_18S","PHD1-SW03-03","PHD1","PHD1-2022.08.28-SW03-03","Rockpool","Broad Haven","SW03","High","PHD1-SW03-03_18S",2022,8,28,"13:27",69.351,73.173,FALSE,FALSE,"South Wales","sample","sample","18S","22.03.2023","28.03.2023",5,1,3,"A",3,3,"A","15.02.2023","Moderately exposed","Sunny, hot, calm, no clouds","incoming","14:00",-5.1057,51.7871,"13:27",NA,14.7,0,9.62,20.8
"PHD1-SW03-04_18S","PHD1-SW03-04","PHD1","PHD1-2022.08.28-SW03-04","Rockpool","Broad Haven","SW03","Low","PHD1-SW03-04_18S",2022,8,28,"13:38",76.468,48.17,FALSE,FALSE,"South Wales","sample","sample","18S","22.03.2023","28.03.2023",5,1,3,"B",3,3,"B","15.02.2023","Moderately exposed","Sunny, hot, calm, no clouds","incoming","14:00",-5.1057,51.7871,"13:38",NA,27.5,0,8.71,20.05
"PHD1-SW03-05_18S","PHD1-SW03-05","PHD1","PHD1-2022.08.28-SW03-05","Rockpool","Broad Haven","SW03","Low","PHD1-SW03-05_18S",2022,8,28,"13:43",71.56,32.359,FALSE,FALSE,"South Wales","sample","sample","18S","22.03.2023","28.03.2023",5,1,3,"C",3,3,"C","15.02.2023","Moderately exposed","Sunny, hot, calm, no clouds","incoming","14:00",-5.1057,51.7871,"13:43",NA,12.4,0,8.76,20.8
"PHD1-SW03-06_18S","PHD1-SW03-06","PHD1","PHD1-2022.08.28-SW03-06","Rockpool","Broad Haven","SW03","Low","PHD1-SW03-06_18S",2022,8,28,"13:47",92.059,52.793,FALSE,FALSE,"South Wales","sample","sample","18S","22.03.2023","28.03.2023",5,1,3,"D",3,3,"D","15.02.2023","Moderately exposed","Sunny, hot, calm, no clouds","incoming","14:00",-5.1057,51.7871,"13:47",NA,13.4,0,8.91,20.8
"PHD1-SW03-07_18S","PHD1-SW03-07","PHD1","PHD1-2022.08.28-SW03-07","Open","Broad Haven","SW03","Open Water","PHD1-SW03-07_18S",2022,8,28,"15:23",87.036,31.903,FALSE,FALSE,"South Wales","sample","sample","18S","22.03.2023","28.03.2023",5,1,3,"E",3,3,"E","15.02.2023","Moderately exposed","Sunny, hot, calm, no clouds","outgoing","14:00",-5.1057,51.7871,"15:23",NA,NA,NA,8.4,20.8
"PHD1-SW03-08_18S","PHD1-SW03-08","PHD1","PHD1-2022.08.28-SW03-08","Open","Broad Haven","SW03","Open Water","PHD1-SW03-08_18S",2022,8,28,"15:24",92.484,36.212,FALSE,TRUE,"South Wales","sample","sample","18S","22.03.2023","28.03.2023",5,1,3,"F",3,3,"F","15.02.2023","Moderately exposed","Sunny, hot, calm, no clouds","outgoing","14:00",-5.1057,51.7871,"15:24",NA,NA,NA,8.37,19.6
"PHD1-SW03-08rep_18S","PHD1-SW03-08rep","PHD1","PHD1-2022.08.28-SW03-08rep","Open","Broad Haven","SW03","Open Water","PHD1-SW03-08rep_18S",2022,8,28,"15:24",62.6,44.927,FALSE,TRUE,"South Wales","sample","plate-replicate","18S","29.03.2023","29.03.2023",5,1,8,"D",3,8,"A","15.02.2023","Moderately exposed","Sunny, hot, calm, no clouds","outgoing","14:00",-5.1057,51.7871,"15:24",NA,NA,NA,8.37,19.6
"PHD1-SW03-09_18S","PHD1-SW03-09","PHD1","PHD1-2022.08.28-SW03-09","Open","Broad Haven","SW03","Open Water","PHD1-SW03-09_18S",2022,8,28,"15:25",85.867,37.673,FALSE,FALSE,"South Wales","sample","sample","18S","22.03.2023","28.03.2023",5,1,3,"G",3,3,"G","15.02.2023","Moderately exposed","Sunny, hot, calm, no clouds","outgoing","14:00",-5.1057,51.7871,"15:25",NA,NA,NA,8.35,19.5
"PHD1-SW04-01_18S","PHD1-SW04-01","PHD1","PHD1-2022.08.28-SW04-01","Open","Skomer Island","SW04","Open Water","PHD1-SW04-01_18S",2022,8,28,"14:35",12.323,44.634,FALSE,FALSE,"South Wales","sample","sample","18S","22.03.2023","28.03.2023",5,1,4,"A",3,4,"A","15.02.2023","Exposed","Sunny, dry","outgoing","14:00",-5.281,51.7384,"14:35",NA,400,NA,8.28,17.1
"PHD1-SW04-02_18S","PHD1-SW04-02","PHD1","PHD1-2022.08.28-SW04-02","Open","Skomer Island","SW04","Open Water","PHD1-SW04-02_18S",2022,8,28,"14:37",50.931,31.038,FALSE,FALSE,"South Wales","sample","sample","18S","22.03.2023","28.03.2023",5,1,4,"B",3,4,"B","15.02.2023","Exposed","Sunny, dry","outgoing","14:00",-5.281,51.7384,"14:37",NA,300,NA,8.4,16.9
"PHD1-SW04-03_18S","PHD1-SW04-03","PHD1","PHD1-2022.08.28-SW04-03","Open","Skomer Island","SW04","Open Water","PHD1-SW04-03_18S",2022,8,28,"14:42",22.223,35.294,FALSE,FALSE,"South Wales","sample","sample","18S","22.03.2023","28.03.2023",5,1,4,"C",3,4,"C","15.02.2023","Exposed","Sunny, dry","outgoing","14:00",-5.281,51.7384,"14:42",NA,270,NA,8.35,17
"PHD1-SW05-01_18S","PHD1-SW05-01","PHD1","PHD1-2022.08.29-SW05-01","Rockpool","West Angle","SW05","High","PHD1-SW05-01_18S",2022,8,29,"13:11",25.352,47.938,FALSE,TRUE,"South Wales","sample","sample","18S","22.03.2023","28.03.2023",6,1,4,"E",3,4,"E","17.02.2023","Sheltered","Sunny, dry, hot","incoming","14:30",-5.1094,51.6916,"13:11",NA,28.4,0,8.71,23.75
"PHD1-SW05-01rep_18S","PHD1-SW05-01rep","PHD1","PHD1-2022.08.29-SW05-01rep","Rockpool","West Angle","SW05","High","PHD1-SW05-01rep_18S",2022,8,29,"13:11",41.993,31.825,FALSE,TRUE,"South Wales","sample","plate-replicate","18S","29.03.2023","29.03.2023",6,1,8,"E",3,8,"B","17.02.2023","Sheltered","Sunny, dry, hot","incoming","14:30",-5.1094,51.6916,"13:11",NA,28.4,0,8.71,23.75
"PHD1-SW05-02_18S","PHD1-SW05-02","PHD1","PHD1-2022.08.29-SW05-02","Rockpool","West Angle","SW05","High","PHD1-SW05-02_18S",2022,8,29,"13:19",28.514,41.2,FALSE,TRUE,"South Wales","sample","sample","18S","22.03.2023","28.03.2023",6,1,4,"F",3,4,"F","17.02.2023","Sheltered","Sunny, dry, hot","incoming","14:30",-5.1094,51.6916,"13:19",NA,25.8,0,8.93,24
"PHD1-SW05-03_18S","PHD1-SW05-03","PHD1","PHD1-2022.08.29-SW05-03","Rockpool","West Angle","SW05","High","PHD1-SW05-03_18S",2022,8,29,"13:24",34.693,22.243,FALSE,TRUE,"South Wales","sample","sample","18S","22.03.2023","28.03.2023",6,1,4,"G",3,4,"G","17.02.2023","Sheltered","Sunny, dry, hot","incoming","14:30",-5.1094,51.6916,"13:24",NA,35.2,0,8.97,22.8
"PHD1-SW05-04_18S","PHD1-SW05-04","PHD1","PHD1-2022.08.29-SW05-04","Open","West Angle","SW05","Open Water","PHD1-SW05-04_18S",2022,8,29,"14:18",19.378,9.977,FALSE,FALSE,"South Wales","sample","sample","18S","22.03.2023","28.03.2023",6,1,4,"H",3,4,"H","17.02.2023","Sheltered","Sunny, dry, hot","incoming","14:30",-5.1094,51.6916,"14:18",NA,NA,NA,8.75,21.5
"PHD1-SW05-05_18S","PHD1-SW05-05","PHD1","PHD1-2022.08.29-SW05-05","Rockpool","West Angle","SW05","Low","PHD1-SW05-05_18S",2022,8,29,"13:55",74.287,46.813,FALSE,FALSE,"South Wales","sample","sample","18S","22.03.2023","28.03.2023",6,1,5,"A",3,5,"A","17.02.2023","Sheltered","Sunny, dry, hot","incoming","14:30",-5.1094,51.6916,"13:55",NA,50,0,8.57,22.25
"PHD1-SW05-06_18S","PHD1-SW05-06","PHD1","PHD1-2022.08.29-SW05-06","Rockpool","West Angle","SW05","Low","PHD1-SW05-06_18S",2022,8,29,"14:00",55.823,30.722,FALSE,FALSE,"South Wales","sample","sample","18S","22.03.2023","28.03.2023",6,1,5,"B",3,5,"B","17.02.2023","Sheltered","Sunny, dry, hot","incoming","14:30",-5.1094,51.6916,"14:00",NA,9,0,9.58,23.3
"PHD1-SW05-07_18S","PHD1-SW05-07","PHD1","PHD1-2022.08.29-SW05-07","Rockpool","West Angle","SW05","Low","PHD1-SW05-07_18S",2022,8,29,"14:07",74.928,38.349,FALSE,FALSE,"South Wales","sample","sample","18S","22.03.2023","28.03.2023",6,1,5,"C",3,5,"C","17.02.2023","Sheltered","Sunny, dry, hot","incoming","14:30",-5.1094,51.6916,"14:07",NA,29.9,0,8.86,21.2
"PHD1-SW05-08_18S","PHD1-SW05-08","PHD1","PHD1-2022.08.29-SW05-08","Open","West Angle","SW05","Open Water","PHD1-SW05-08_18S",2022,8,29,"14:16",77.573,34.747,FALSE,FALSE,"South Wales","sample","sample","18S","22.03.2023","28.03.2023",6,1,5,"D",3,5,"D","17.02.2023","Sheltered","Sunny, dry, hot","incoming","14:30",-5.1094,51.6916,"14:16",NA,NA,NA,8.76,22.9
"PHD1-SW05-09_18S","PHD1-SW05-09","PHD1","PHD1-2022.08.29-SW05-09","Open","West Angle","SW05","Open Water","PHD1-SW05-09_18S",2022,8,29,"14:17",81.984,39.379,FALSE,FALSE,"South Wales","sample","sample","18S","22.03.2023","28.03.2023",6,1,5,"E",3,5,"E","17.02.2023","Sheltered","Sunny, dry, hot","incoming","14:30",-5.1094,51.6916,"14:17",NA,NA,NA,8.73,20.6
"PHD1-SW06-01_18S","PHD1-SW06-01","PHD1","PHD1-2022.08.30-SW06-01","Open","Monkstone Point","SW06","Open Water","PHD1-SW06-01_18S",2022,8,30,"14:07",79.906,32.775,FALSE,FALSE,"South Wales","sample","sample","18S","22.03.2023","28.03.2023",6,1,5,"G",3,5,"G","17.02.2023","Moderately exposed","Sunny, dry, hot, intermittent cloud cover","incoming","14:55",-4.6784,51.6978,"14:07",NA,NA,NA,8.37,22.4
"PHD1-SW06-03_18S","PHD1-SW06-03","PHD1","PHD1-2022.08.30-SW06-03","Open","Monkstone Point","SW06","Open Water","PHD1-SW06-03_18S",2022,8,30,"14:09",52.205,47.251,FALSE,FALSE,"South Wales","sample","sample","18S","22.03.2023","28.03.2023",6,1,6,"A",3,6,"A","17.02.2023","Moderately exposed","Sunny, dry, hot, intermittent cloud cover","incoming","14:55",-4.6784,51.6978,"14:09",NA,NA,NA,8.35,20.9
"PHD1-SW07-01_18S","PHD1-SW07-01","PHD1","PHD1-2022.08.31-SW07-01","Open","Dale Jetty","SW07","Open Water","PHD1-SW07-01_18S",2022,8,31,"13:10",51.203,39.306,FALSE,FALSE,"South Wales","sample","sample","18S","22.03.2023","28.03.2023",6,1,6,"C",3,6,"C","17.02.2023","Sheltered","Sunny with some clouds, dry","incoming","15:30",-5.1533,51.7041,"13:10",NA,NA,NA,8.45,18.7
"PHD1-SW07-02_18S","PHD1-SW07-02","PHD1","PHD1-2022.08.31-SW07-02","Open","Dale Jetty","SW07","Open Water","PHD1-SW07-02_18S",2022,8,31,"13:02",47.127,44.471,FALSE,FALSE,"South Wales","sample","sample","18S","22.03.2023","28.03.2023",6,1,6,"D",3,6,"D","17.02.2023","Sheltered","Sunny with some clouds, dry","incoming","15:30",-5.1533,51.7041,"13:02",NA,NA,NA,8.49,18.3
"PHD1-SW07-03_18S","PHD1-SW07-03","PHD1","PHD1-2022.08.31-SW07-03","Open","Dale Jetty","SW07","Open Water","PHD1-SW07-03_18S",2022,8,31,"13:03",58.305,50.558,FALSE,TRUE,"South Wales","sample","sample","18S","22.03.2023","28.03.2023",6,1,6,"E",3,6,"E","17.02.2023","Sheltered","Sunny with some clouds, dry","incoming","15:30",-5.1533,51.7041,"13:03",NA,NA,NA,8.48,18.1
"PHD1-SW07-03rep_18S","PHD1-SW07-03rep","PHD1","PHD1-2022.08.31-SW07-03rep","Open","Dale Jetty","SW07","Open Water","PHD1-SW07-03rep_18S",2022,8,31,"13:03",47.583,30.095,FALSE,TRUE,"South Wales","sample","plate-replicate","18S","29.03.2023","29.03.2023",6,1,8,"F",3,8,"C","17.02.2023","Sheltered","Sunny with some clouds, dry","incoming","15:30",-5.1533,51.7041,"13:03",NA,NA,NA,8.48,18.1
"PHD1-SW08-01_18S","PHD1-SW08-01","PHD1","PHD1-2022.08.31-SW08-01","Open","Martin's Haven","SW08","Open Water","PHD1-SW08-01_18S",2022,8,31,"16:03",45.405,6.668,FALSE,FALSE,"South Wales","sample","sample","18S","22.03.2023","28.03.2023",6,1,6,"G",3,6,"G","17.02.2023","Moderately sheltered","Sunny with some clouds, dry","outgoing","15:30",-5.2448,51.7362,"16:03",NA,NA,NA,8.49,17.3
"PHD1-SW08-02_18S","PHD1-SW08-02","PHD1","PHD1-2022.08.31-SW08-02","Open","Martin's Haven","SW08","Open Water","PHD1-SW08-02_18S",2022,8,31,"16:04",29.58,45.196,FALSE,FALSE,"South Wales","sample","sample","18S","22.03.2023","28.03.2023",6,1,6,"H",3,6,"H","17.02.2023","Moderately sheltered","Sunny with some clouds, dry","outgoing","15:30",-5.2448,51.7362,"16:04",NA,NA,NA,8.47,17.8
"PHD1-SW08-03_18S","PHD1-SW08-03","PHD1","PHD1-2022.08.31-SW08-03","Open","Martin's Haven","SW08","Open Water","PHD1-SW08-03_18S",2022,8,31,"16:05",63.921,53.622,FALSE,FALSE,"South Wales","sample","sample","18S","22.03.2023","28.03.2023",6,1,7,"A",3,7,"A","17.02.2023","Moderately sheltered","Sunny with some clouds, dry","outgoing","15:30",-5.2448,51.7362,"16:05",NA,NA,NA,8.45,17.5
"PHD2-CN01-01_18S","PHD2-CN01-01","PHD2","PHD2-2023.08.29-CN01-01","Rockpool","Lizard Point","CN01","High","PHD2-CN01-01_18S",2023,8,29,"09:40",52.882,46.647,FALSE,TRUE,"Southwest England","sample","sample","18S","15.11.2023","01.11.2023",9,10,1,"A",7,1,"A","20.10.2023","Sheltered","Light rain, foggy","outgoing","10:34",-5.208,49.959,"09:40",NA,31.1,NA,8.23,17.2
"PHD2-CN01-02_18S","PHD2-CN01-02","PHD2","PHD2-2023.08.29-CN01-02","Rockpool","Lizard Point","CN01","High","PHD2-CN01-02_18S",2023,8,29,"09:46",80.816,66.584,FALSE,TRUE,"Southwest England","sample","sample","18S","20.11.2023","01.11.2023",9,10,1,"B",7,1,"B","20.10.2023","Sheltered","Light rain, foggy","outgoing","10:34",-5.208,49.959,"09:46",NA,28.1,NA,8.34,16.95
"PHD2-CN01-03_18S","PHD2-CN01-03","PHD2","PHD2-2023.08.29-CN01-03","Rockpool","Lizard Point","CN01","High","PHD2-CN01-03_18S",2023,8,29,"09:49",53.406,98.923,FALSE,TRUE,"Southwest England","sample","sample","18S","15.11.2023","01.11.2023",9,10,1,"C",7,1,"C","20.10.2023","Sheltered","Light rain, foggy","outgoing","10:34",-5.208,49.959,"09:49",NA,13.1,NA,8.56,16.85
"PHD2-CN01-04_18S","PHD2-CN01-04","PHD2","PHD2-2023.08.29-CN01-04","Rockpool","Lizard Point","CN01","Low","PHD2-CN01-04_18S",2023,8,29,"09:58",100.499,51.668,FALSE,TRUE,"Southwest England","sample","sample","18S","15.11.2023","01.11.2023",9,10,1,"D",7,1,"D","20.10.2023","Sheltered","Light rain, foggy","outgoing","10:34",-5.208,49.959,"09:58",NA,12.45,NA,8.35,17.05
"PHD2-CN01-05_18S","PHD2-CN01-05","PHD2","PHD2-2023.08.29-CN01-05","Rockpool","Lizard Point","CN01","Low","PHD2-CN01-05_18S",2023,8,29,"10:01",56.92,50.729,FALSE,TRUE,"Southwest England","sample","sample","18S","15.11.2023","01.11.2023",9,10,1,"E",7,1,"E","20.10.2023","Sheltered","Light rain, foggy","outgoing","10:34",-5.208,49.959,"10:01",NA,25.1,NA,8.47,17.3
"PHD2-CN01-06_18S","PHD2-CN01-06","PHD2","PHD2-2023.08.29-CN01-06","Rockpool","Lizard Point","CN01","Low","PHD2-CN01-06_18S",2023,8,29,"10:07",91.481,43.519,FALSE,TRUE,"Southwest England","sample","sample","18S","15.11.2023","01.11.2023",9,10,1,"F",7,1,"F","20.10.2023","Sheltered","Light rain, foggy","outgoing","10:34",-5.208,49.959,"10:07",NA,17.25,NA,8.34,17.35
"PHD2-CN01-07_18S","PHD2-CN01-07","PHD2","PHD2-2023.08.29-CN01-07","Open","Lizard Point","CN01","Open Water","PHD2-CN01-07_18S",2023,8,29,"10:21",48.515,85.581,FALSE,TRUE,"Southwest England","sample","sample","18S","20.11.2023","01.11.2023",9,10,1,"G",7,1,"G","20.10.2023","Sheltered","Light rain, foggy","outgoing","10:34",-5.208,49.959,"10:21",NA,NA,NA,8.25,17.2
"PHD2-CN01-08_18S","PHD2-CN01-08","PHD2","PHD2-2023.08.29-CN01-08","Open","Lizard Point","CN01","Open Water","PHD2-CN01-08_18S",2023,8,29,"10:22",58.559,47.166,FALSE,TRUE,"Southwest England","sample","sample","18S","15.11.2023","01.11.2023",9,10,1,"H",7,1,"H","20.10.2023","Sheltered","Light rain, foggy","outgoing","10:34",-5.208,49.959,"10:22",NA,NA,NA,8.24,16.85
"PHD2-CN01-09_18S","PHD2-CN01-09","PHD2","PHD2-2023.08.29-CN01-09","Open","Lizard Point","CN01","Open Water","PHD2-CN01-09_18S",2023,8,29,"10:22",36.265,66.385,FALSE,FALSE,"Southwest England","sample","sample","18S","15.11.2023","01.11.2023",9,10,2,"A",7,2,"A","20.10.2023","Sheltered","Light rain, foggy","outgoing","10:34",-5.208,49.959,"10:22",NA,NA,NA,8.24,16.7
"PHD2-CN02-02_18S","PHD2-CN02-02","PHD2","PHD2-2023.08.30-CN02-02","Rockpool","Sennen Cove","CN02","High","PHD2-CN02-02_18S",2023,8,30,"10:09",55.23,67.914,FALSE,FALSE,"Southwest England","sample","sample","18S","15.11.2023","01.11.2023",10,10,2,"E",7,2,"E","24.10.2023","Moderatley exposed","Cloudy, warm, intermittent sun","outgoing","11:04",-5.71,50.078,"10:09",NA,9.85,NA,8.98,17.15
"PHD2-CN02-04_18S","PHD2-CN02-04","PHD2","PHD2-2023.08.30-CN02-04","Rockpool","Sennen Cove","CN02","Low","PHD2-CN02-04_18S",2023,8,30,"10:27",59.482,51.423,FALSE,FALSE,"Southwest England","sample","sample","18S","15.11.2023","01.11.2023",10,10,2,"G",7,2,"G","24.10.2023","Moderatley exposed","Cloudy, warm, intermittent sun","outgoing","11:04",-5.71,50.078,"10:27",NA,20.05,NA,8.75,16.75
"PHD2-CN02-05_18S","PHD2-CN02-05","PHD2","PHD2-2023.08.30-CN02-05","Rockpool","Sennen Cove","CN02","Low","PHD2-CN02-05_18S",2023,8,30,"10:32",72.724,86.189,FALSE,FALSE,"Southwest England","sample","sample","18S","15.11.2023","01.11.2023",10,10,2,"H",7,2,"H","24.10.2023","Moderatley exposed","Cloudy, warm, intermittent sun","outgoing","11:04",-5.71,50.078,"10:32",NA,11.4,NA,9.22,17.5
"PHD2-CN02-06_18S","PHD2-CN02-06","PHD2","PHD2-2023.08.30-CN02-06","Rockpool","Sennen Cove","CN02","Low","PHD2-CN02-06_18S",2023,8,30,"10:36",68.067,61.104,FALSE,FALSE,"Southwest England","sample","sample","18S","15.11.2023","01.11.2023",10,10,3,"A",7,3,"A","24.10.2023","Moderatley exposed","Cloudy, warm, intermittent sun","outgoing","11:04",-5.71,50.078,"10:36",NA,9.05,NA,8.73,17.1
"PHD2-CN02-07_18S","PHD2-CN02-07","PHD2","PHD2-2023.08.30-CN02-07","Open","Sennen Cove","CN02","Open Water","PHD2-CN02-07_18S",2023,8,30,"10:45",26.559,75.019,FALSE,FALSE,"Southwest England","sample","sample","18S","15.11.2023","01.11.2023",10,10,3,"B",7,3,"B","24.10.2023","Moderatley exposed","Cloudy, warm, intermittent sun","outgoing","11:04",-5.71,50.078,"10:45",NA,NA,NA,8.72,17
"PHD2-CN02-08_18S","PHD2-CN02-08","PHD2","PHD2-2023.08.30-CN02-08","Open","Sennen Cove","CN02","Open Water","PHD2-CN02-08_18S",2023,8,30,"10:47",32.008,83.751,FALSE,FALSE,"Southwest England","sample","sample","18S","15.11.2023","01.11.2023",10,10,3,"C",7,3,"C","24.10.2023","Moderatley exposed","Cloudy, warm, intermittent sun","outgoing","11:04",-5.71,50.078,"10:47",NA,NA,NA,8.81,16.35
"PHD2-CN02-09_18S","PHD2-CN02-09","PHD2","PHD2-2023.08.30-CN02-09","Open","Sennen Cove","CN02","Open Water","PHD2-CN02-09_18S",2023,8,30,"10:50",59.378,56.765,FALSE,TRUE,"Southwest England","sample","sample","18S","15.11.2023","01.11.2023",10,10,3,"D",7,3,"D","24.10.2023","Moderatley exposed","Cloudy, warm, intermittent sun","outgoing","11:04",-5.71,50.078,"10:50",NA,NA,NA,8.77,16.65
